timestamp_prev,timestamp_curr,imu_time_prev,imu_time_curr,pnp_rotation_deg,imu_rotation_deg,pnp_imu_error_deg
1750922008.799976110,1750922008.899976015,1750922008.797996759,1750922008.897996664,6.114738698,6.595711631,0.746349750
1750922008.899976015,1750922008.999974966,1750922008.897996664,1750922008.997995615,6.704792891,6.570820470,0.385234998
1750922008.999974966,1750922009.099975109,1750922008.997995615,1750922009.097995758,7.130336334,6.771784398,0.628833002
1750922009.099975109,1750922009.199975014,1750922009.097995758,1750922009.197995663,7.137924321,6.764029406,0.827855894
1750922009.199975014,1750922009.299974918,1750922009.197995663,1750922009.297995567,7.217787786,6.713889114,0.583767132
1750922009.299974918,1750922009.399975061,1750922009.297995567,1750922009.397995710,6.776529172,6.796502771,0.145353027
1750922009.399975061,1750922009.499974966,1750922009.397995710,1750922009.497995615,6.461606750,6.833114203,0.428534786
1750922009.499974966,1750922009.599975109,1750922009.497995615,1750922009.597995758,6.844682677,6.659602270,0.828557092
1750922009.599975109,1750922009.699975014,1750922009.597995758,1750922009.697995663,6.642833363,6.498837287,0.357333820
1750922009.699975014,1750922009.799974918,1750922009.697995663,1750922009.797995567,6.817164570,6.590365008,0.336241827
1750922009.799974918,1750922009.899975061,1750922009.797995567,1750922009.897995710,6.836002735,6.664573234,0.457198094
1750922009.899975061,1750922009.999974012,1750922009.897995710,1750922009.997994661,7.063397789,6.617643796,0.642694669
1750922009.999974012,1750922010.099973917,1750922009.997994661,1750922010.097994566,6.642838031,6.671464527,0.280497140
1750922010.099973917,1750922010.199974060,1750922010.097994566,1750922010.197994709,6.666023665,6.478731397,0.855736417
1750922010.199974060,1750922010.299973965,1750922010.197994709,1750922010.297994614,7.397558104,6.577061106,2.177902793
1750922010.299973965,1750922010.399974108,1750922010.297994614,1750922010.397994757,6.937364501,6.705617961,1.502822108
1750922010.399974108,1750922010.499974012,1750922010.397994757,1750922010.497994661,6.914379494,6.790805019,0.573274067
1750922010.499974012,1750922010.599973917,1750922010.497994661,1750922010.597994566,6.488036858,6.465762559,0.712373729
1750922010.599973917,1750922010.699974060,1750922010.597994566,1750922010.697994709,6.425440547,6.380888343,0.395014952
1750922010.699974060,1750922010.799973965,1750922010.697994709,1750922010.797994614,7.598794714,6.269287132,1.354756316
1750922010.799973965,1750922010.899974108,1750922010.797994614,1750922010.897994757,8.197288671,6.458185674,1.798185150
1750922010.899974108,1750922010.999974012,1750922010.897994757,1750922010.997994661,6.268537550,6.431344555,0.360567148
1750922010.999974012,1750922011.099972963,1750922010.997994661,1750922011.097993612,6.818634582,6.524711793,0.433087758
1750922011.099972963,1750922011.199973106,1750922011.097993612,1750922011.197993755,6.928396797,6.623899884,0.860969342
1750922011.199973106,1750922011.299973011,1750922011.197993755,1750922011.297993660,6.602411693,6.823264620,0.598204980
1750922011.299973011,1750922011.399972916,1750922011.297993660,1750922011.397993565,6.809887897,6.663291941,0.385000464
1750922011.399972916,1750922011.499973059,1750922011.397993565,1750922011.497993708,6.571873645,6.582431862,0.209583690
1750922011.499973059,1750922011.599972963,1750922011.497993708,1750922011.597993612,6.367916064,6.669627913,0.637549725
1750922011.599972963,1750922011.699973106,1750922011.597993612,1750922011.697993755,7.264622459,6.810324396,1.056409249
1750922011.699973106,1750922011.799973011,1750922011.697993755,1750922011.797993660,7.249828048,6.656083424,0.728074447
1750922011.799973011,1750922011.899972916,1750922011.797993660,1750922011.897993565,7.133087882,6.746409141,0.752097561
1750922011.899972916,1750922011.999973059,1750922011.897993565,1750922011.997993708,7.449816144,6.716906583,0.773350859
1750922011.999973059,1750922012.099972010,1750922011.997993708,1750922012.097992659,7.102509637,6.633330780,0.513470894
1750922012.099972010,1750922012.199971914,1750922012.097992659,1750922012.197992563,6.862620057,6.749882982,0.320210228
1750922012.199971914,1750922012.299972057,1750922012.197992563,1750922012.297992706,6.923928879,6.674816643,0.372411454
1750922012.299972057,1750922012.399971962,1750922012.297992706,1750922012.397992611,6.861184460,6.669693249,0.607847118
1750922012.399971962,1750922012.499972105,1750922012.397992611,1750922012.497992754,6.185733716,6.621233873,0.730125903
1750922012.499972105,1750922012.599972010,1750922012.497992754,1750922012.597992659,6.777060238,6.625628624,0.526867701
1750922012.599972010,1750922012.699971914,1750922012.597992659,1750922012.697992563,6.694040015,6.722230282,0.536378559
1750922012.699971914,1750922012.799972057,1750922012.697992563,1750922012.797992706,6.408491625,6.755350458,0.590799693
1750922012.799972057,1750922012.899971962,1750922012.797992706,1750922012.897992611,6.732654981,6.496224721,0.681960112
1750922012.899971962,1750922012.999972105,1750922012.897992611,1750922012.997992754,6.947071148,6.574556935,1.310416362
1750922012.999972105,1750922013.099972010,1750922012.997992754,1750922013.097992659,6.410999461,6.618056843,1.288035030
1750922013.099972010,1750922013.199970961,1750922013.097992659,1750922013.197991610,6.916761848,6.416905992,1.443454385
1750922013.199970961,1750922013.299971104,1750922013.197991610,1750922013.297991753,6.676693422,6.223578009,0.797621296
1750922013.299971104,1750922013.399971008,1750922013.297991753,1750922013.397991657,6.593860979,6.140699514,0.462207060
1750922013.399971008,1750922013.499970913,1750922013.397991657,1750922013.497991562,7.765180613,6.307324137,1.495736977
1750922013.499970913,1750922013.599971056,1750922013.497991562,1750922013.597991705,6.814262557,5.450012946,1.456146521
1750922013.599971056,1750922013.699970961,1750922013.597991705,1750922013.697991610,3.634704457,3.805159950,0.240090343
1750922013.699970961,1750922013.799971104,1750922013.697991610,1750922013.797991753,2.670804025,2.572731207,0.199669244
1750922013.799971104,1750922013.899971008,1750922013.797991753,1750922013.897991657,2.747423635,2.506768241,0.249966076
1750922013.899971008,1750922013.999970913,1750922013.897991657,1750922013.997991562,2.724898335,2.738457605,0.134777870
1750922013.999970913,1750922014.099971056,1750922013.997991562,1750922014.097991705,2.518455276,2.496258047,0.117427142
1750922014.099971056,1750922014.199970007,1750922014.097991705,1750922014.197990656,2.220954239,2.245655152,0.120226910
1750922014.199970007,1750922014.299969912,1750922014.197990656,1750922014.297990561,1.757908002,1.988706779,0.329623348
1750922014.299969912,1750922014.399970055,1750922014.297990561,1750922014.397990704,3.034870456,1.263927450,3.073976600
1750922014.399970055,1750922014.499969959,1750922014.397990704,1750922014.497990608,1.609628996,0.088883944,1.651407396
1750922014.499969959,1750922014.599970102,1750922014.497990608,1750922014.597990751,0.000000000,0.038800945,0.038800944
1750922014.599970102,1750922014.699970007,1750922014.597990751,1750922014.697990656,0.000000000,0.020423748,0.020423748
1750922014.699970007,1750922014.799969912,1750922014.697990656,1750922014.797990561,0.000000000,0.024082830,0.024082830
1750922014.799969912,1750922014.899970055,1750922014.797990561,1750922014.897990704,0.000000000,0.028502693,0.028502692
1750922014.899970055,1750922014.999969959,1750922014.897990704,1750922014.997990608,0.000000000,0.027480477,0.027480477
1750922014.999969959,1750922015.099970102,1750922014.997990608,1750922015.097990751,0.000000000,0.026437184,0.026437184
1750922015.099970102,1750922015.199970007,1750922015.097990751,1750922015.197990656,0.000000000,0.028780883,0.028780883
1750922015.199970007,1750922015.299968958,1750922015.197990656,1750922015.297989607,0.000000000,0.027401846,0.027401846
1750922015.299968958,1750922015.399969101,1750922015.297989607,1750922015.397989750,0.000000000,0.026408894,0.026408893
1750922015.399969101,1750922015.499969006,1750922015.397989750,1750922015.497989655,0.000000000,0.027433139,0.027433139
